Metric,Value
design_name,fft_1024_sol24_gen723
top_module,fft_1024_sol24_gen723_top
lut_count,2720
total_power_w,0.105
wns_ns,45.909
critical_path_delay_ns,54.084
clock_period_ns,100.0
