Metric,Value
design_name,fft_1024_sol4_gen743
top_module,fft_1024_sol4_gen743_top
lut_count,2745
total_power_w,0.105
wns_ns,48.542
critical_path_delay_ns,51.451
clock_period_ns,100.0
