Metric,Value
design_name,fft_1024_sol15_gen736
top_module,fft_1024_sol15_gen736_top
lut_count,2736
total_power_w,0.105
wns_ns,47.867
critical_path_delay_ns,52.126
clock_period_ns,100.0
