Metric,Value
design_name,fft_1024_sol17_gen780
top_module,fft_1024_sol17_gen780_top
lut_count,2752
total_power_w,0.106
wns_ns,48.558
critical_path_delay_ns,51.435
clock_period_ns,100.0
