Metric,Value
design_name,fft_1024_sol0_gen770
top_module,fft_1024_sol0_gen770_top
lut_count,3144
total_power_w,0.105
wns_ns,45.038
critical_path_delay_ns,54.955
clock_period_ns,100.0
