Metric,Value
design_name,fft_1024_sol1_gen773
top_module,fft_1024_sol1_gen773_top
lut_count,2748
total_power_w,0.105
wns_ns,46.633
critical_path_delay_ns,53.360
clock_period_ns,100.0
