Metric,Value
design_name,fft_1024_sol3_gen711
top_module,fft_1024_sol3_gen711_top
lut_count,2323
total_power_w,0.106
wns_ns,45.797
critical_path_delay_ns,54.196
clock_period_ns,100.0
