Metric,Value
design_name,fft_1024_sol5_gen799
top_module,fft_1024_sol5_gen799_top
lut_count,3053
total_power_w,0.106
wns_ns,45.473
critical_path_delay_ns,54.520
clock_period_ns,100.0
