Metric,Value
design_name,fft_1024_sol8_gen779
top_module,fft_1024_sol8_gen779_top
lut_count,3095
total_power_w,0.106
wns_ns,45.421
critical_path_delay_ns,54.572
clock_period_ns,100.0
