Metric,Value
design_name,fft_1024_sol11_gen735
top_module,fft_1024_sol11_gen735_top
lut_count,2785
total_power_w,0.106
wns_ns,45.432
critical_path_delay_ns,54.561
clock_period_ns,100.0
