Metric,Value
design_name,fft_1024_sol6_gen772
top_module,fft_1024_sol6_gen772_top
lut_count,2714
total_power_w,0.105
wns_ns,45.904
critical_path_delay_ns,54.089
clock_period_ns,100.0
