Metric,Value
design_name,fft_1024_sol25_gen785
top_module,fft_1024_sol25_gen785_top
lut_count,2786
total_power_w,0.106
wns_ns,45.395
critical_path_delay_ns,54.598
clock_period_ns,100.0
