Metric,Value
design_name,fft_1024_sol8_gen773
top_module,fft_1024_sol8_gen773_top
lut_count,2503
total_power_w,0.105
wns_ns,54.488
critical_path_delay_ns,45.505
clock_period_ns,100.0
