Metric,Value
design_name,fft_1024_sol23_gen785
top_module,fft_1024_sol23_gen785_top
lut_count,3021
total_power_w,0.106
wns_ns,45.478
critical_path_delay_ns,54.515
clock_period_ns,100.0
