Metric,Value
design_name,fft_1024_sol9_gen796
top_module,fft_1024_sol9_gen796_top
lut_count,2742
total_power_w,0.106
wns_ns,45.801
critical_path_delay_ns,54.192
clock_period_ns,100.0
