Metric,Value
design_name,fft_1024_sol10_gen711
top_module,fft_1024_sol10_gen711_top
lut_count,3053
total_power_w,0.105
wns_ns,45.422
critical_path_delay_ns,54.571
clock_period_ns,100.0
