Metric,Value
design_name,fft_1024_sol24_gen780
top_module,fft_1024_sol24_gen780_top
lut_count,3023
total_power_w,0.105
wns_ns,46.225
critical_path_delay_ns,53.768
clock_period_ns,100.0
