Metric,Value
design_name,fft_1024_sol26_gen727
top_module,fft_1024_sol26_gen727_top
lut_count,3073
total_power_w,0.106
wns_ns,44.865
critical_path_delay_ns,55.128
clock_period_ns,100.0
