Metric,Value
design_name,fft_1024_sol20_gen782
top_module,fft_1024_sol20_gen782_top
lut_count,3057
total_power_w,0.106
wns_ns,45.437
critical_path_delay_ns,54.556
clock_period_ns,100.0
