Metric,Value
design_name,fft_1024_sol12_gen790
top_module,fft_1024_sol12_gen790_top
lut_count,2797
total_power_w,0.105
wns_ns,45.305
critical_path_delay_ns,54.688
clock_period_ns,100.0
